hw_synset_7451	戏剧性、戏剧化	形容词，引人注目的表现或变化。
hw_synset_10200	袋泡茶、袋茶	名词，用茶包泡制的饮品。
hw_synset_39565	粮农	名词，从事农业和作物种植的人。
hw_synset_17519	一般见识	动词，普通的知识和见解。
hw_synset_31016	抬高自己	动词，自我夸耀或提升形象。
hw_synset_5628	握别、暌违、拜辞、离别、别	动词，与他人或熟悉事物的分离或告别行为
hw_synset_9264	少校	名词，军队中的低级军官。
hw_synset_8987	蒺、蒺藜、茨	名词，带刺的植物。
hw_synset_2855	牤子、牤牛、牯牛	名词，雄性牛的统称，指公牛类动物
hw_synset_8635	二战	名词，第二次世界大战期间的军事冲突。
hw_synset_4382	油船、油轮	名词，专用于运输散装油类的轮船
hw_synset_7333	灰头土脸、灰头灰脸	形容词，满身污垢的样子。
hw_synset_4269	花、花朵、朵儿	名词，植物的繁殖器官，通常色彩鲜艳，具有香味。
hw_synset_21533	军阀	名词，掌控军队的地方统治者。
hw_synset_11621	劳模	名词，勤奋工作的模范员工。
hw_synset_14367	阿	名词，南美洲的一个国家。
hw_synset_42816	讲座	名词，传授知识的活动。
hw_synset_1582	脏话、秽语	名词，粗俗或淫猥的言辞表达
hw_synset_38037	益鸟	名词，对生态有益的鸟类。
hw_synset_39354	第三阶段	名词，特定事务的第三部分过程。
hw_synset_4010	水鸟、水禽	名词，在水面或水边栖息以及从水中捕食的鸟类的统称，
hw_synset_34645	死囚	名词，被判死刑的罪犯。
hw_synset_12943	芗、芬	名词，香气浓郁的物质。
hw_synset_7219	不妥、不对劲、不对茬儿、不合适	形容词，不符合规范或预期的状态。
hw_synset_108	深远、广远	形容词，影响或意义深刻且持久的状态
hw_synset_10360	二婚头	名词，再婚的女性。
hw_synset_6922	浮漂、浮光掠影	形容词，虚幻而不真实的状态。
hw_synset_5088	愿、有意、甘于、有心、肯	动词，表示心甘情愿或乐意做某事的状态或态度
hw_synset_9527	专著、专论	名词，特别的书刊或论文。
hw_synset_4167	折扣、折	名词，在标价基础上减少价格的销售方式
hw_synset_3736	残阳、夕阳、落日、斜阳	名词，傍晚时分的太阳，象征着一天的结束。
hw_synset_2932	公事、公务	名词，与国家或集体事务相关的工作或事宜
hw_synset_6166	缩小、压缩、收缩、缩、抽缩	动词，物体体积或长度由大变小的过程
hw_synset_15954	增大、加大	动词，使尺寸或数量变得更大。
hw_synset_6979	多方、万状	形容词，各种不同的情况或方面。
hw_synset_32630	旅次	名词，旅行中的停留或访问。
hw_synset_38902	科	名词，生物分类中的一个群体。
hw_synset_7649	奖罚分明、赏罚分明、赏罚严明	形容词，对待奖励和惩罚的态度明确。
hw_synset_21792	凡心	名词，普通的心态或精神状态。
hw_synset_31638	插曲	名词，音乐表演中的短暂插入部分。
hw_synset_13472	权臣	名词，掌握权力的官员。
hw_synset_8764	完人	名词，完美无缺的人。
hw_synset_7176	不是故意、不由自主、无意识	形容词，非故意的行为。
hw_synset_4730	倒灶、塌台、崩溃、崩塌、崩	动词，指结构或状态的破坏与瓦解现象
hw_synset_39774	纪检	名词，监督和检查规章制度的行为。
hw_synset_29471	归期	名词，返回的时间。
hw_synset_35512	洋面	名词，一种用水和面粉制成的食品。
hw_synset_11998	同性恋	名词，对同性爱者的情感和性吸引。
hw_synset_26059	填房	名词，再婚的女性配偶。
hw_synset_25708	地下	名词，位于地面以下的地方。
hw_synset_8340	心跳、心悸	名词，心脏跳动异常的感觉。
hw_synset_37122	玛雅人	名词，古代中美洲的一个人群。
hw_synset_13097	老套套、老套、老办法	名词，过时的或常用的方法。
hw_synset_13345	新招、新法	名词，新的方法或技巧。
hw_synset_24633	同行	名词，具有相似职业的人。
hw_synset_4289	轨枕、枕木	名词，用于固定钢轨并承受火车压力的结构物
hw_synset_7297	黑心、黑心肠	形容词，心地恶毒的人。
hw_synset_21104	公安	名词，与治安相关的政府机构。
hw_synset_580	错、复杂、错综复杂	形容词，事物多样且难以理解的状态
hw_synset_7783	无华、朴	形容词，简单而不华丽的风格。
hw_synset_42243	表情	名词，用以传达情感或信息的面部表现。
hw_synset_7280	不适宜、不宜、不足取	形容词，不合适或不推荐的情况。
hw_synset_7308	为宜、不大不小、对号	形容词，合适的大小或状态。
hw_synset_13992	糖弹	名词，用糖果吸引人的物质。
hw_synset_4441	草地、草原	名词，生长草本植物的广阔土地
hw_synset_30090	情歌	名词，表达爱情情感的音乐作品。
hw_synset_37645	电视	名词，用于传播图像和表演的电子设备。
hw_synset_34780	毒气	名词，有毒的化学气体。
hw_synset_371	拥挤、挤	形容词，地方狭小而人或物相对较多的状态
hw_synset_1371	黄花鱼、黄鱼	名词，鱼，身体侧扁，尾巴狭窄，头大，侧线以下有分泌黄色物质的腺体。生活在海中。分大黄鱼和小黄鱼两种。
hw_synset_1508	癌症、肉瘤、癌	名词，恶性肿瘤，影响身体各部位的疾病状态
hw_synset_1875	日、东瀛、东洋、扶桑	名词，指代日本的不同名称或称谓
hw_synset_41602	苦果	名词，痛苦的结果。
hw_synset_10818	战术	名词，军事斗争中的策略和方法。
hw_synset_39887	细辛	名词，一种用于药用的植物材料。
hw_synset_21230	关厢	名词，外部居民区的地方。
hw_synset_14601	没法子、没法	动词，无法解决的情况。
hw_synset_7543	有名气、小有名气	形容词，受到广泛认可或知名的人。
hw_synset_7120	山高水长、万古千秋、古往今来、千古、天荒地老、天长地久、不朽、常、天长日久、亘古、千古不变、万古	形容词，永恒不变的状态或时间。
hw_synset_10761	别墅	名词，独立的高档住宅。
hw_synset_2729	背鳍、脊鳍	名词，鱼类背部的鳍。
hw_synset_1209	半夜、子夜、夜半、午夜	名词，夜间十二点前后的时间段或深夜时刻
hw_synset_7300	不老少、不在少数、好些、为数不少、良多、好多、猬集、为数众多	形容词，数量众多的。
hw_synset_5	个别、丝毫、点滴、微乎其微	形容词，形容零星微小。
hw_synset_39243	站牌	名词，公共交通的标志性设施。
hw_synset_4239	旱季、枯水期	名词，降水稀少，水资源紧缺的季节或时期
hw_synset_31270	指挥舱	名词，飞行器的控制中心。
hw_synset_4327	正厅、正殿	名词，主要位置的建筑或大厅
hw_synset_46185	难关	名词，艰难的情况或挑战。
hw_synset_13324	文盲	名词，无法读写的人。
hw_synset_656	绛紫、酱紫	形容词，暗紫中略带红的颜色。也作酱紫。
hw_synset_20070	体重增加	动词，体重变得更重。
hw_synset_15483	体重减轻、掉分量	动词，减少身体的重量。
hw_synset_421	萧疏、稀薄、稀、稀疏、疏散	形容词，事物之间距离远或数量少的状态
hw_synset_13852	电路图	名词，电气系统的示意图。
hw_synset_31279	指称的	形容词，表面上看似简单的指代。
hw_synset_21374	内涵的	形容词，具有深刻意义或指代的特性。
hw_synset_46058	除法	名词，将一个数分成若干部分的算术方法。
hw_synset_41988	藤箱	名词，用木材制成的放置物品的工具。
hw_synset_40943	脚蹬子	名词，车辆的手动踏板部件。
hw_synset_6432	插入、搠、插、穿插、栽	动词，将物体放入另一物体中的动作或过程
hw_synset_6634	薅、摘、采、掏、拔	动词，用手或工具取出或拔出物体的动作
hw_synset_10890	俗人	名词，普通人，缺乏高雅气质。
hw_synset_4259	曲、酒曲	名词，用于酿酒或制酱的发酵物质
hw_synset_34584	步兵	名词，陆军中负责步行作战的士兵。
hw_synset_19029	乱世	名词，动荡不安的时代。
hw_synset_9747	经纬度	名词，地球上标示位置的线。
hw_synset_2723	内线、底线	名词，在对方内部获取信息或进行活动的人
hw_synset_46510	面前	名词，在某人或某物的前方。
hw_synset_43900	身后	名词，身体后方的位置。
hw_synset_2371	黄汤、黄酒	名词，用米酿造的低酒精含量的黄色酒类
hw_synset_21124	公房	名词，公共住房。
hw_synset_23819	发际	名词，头部的毛发边缘。
hw_synset_13450	本族语、母语、祖国语言	名词，一个人从小学习和使用的语言。
hw_synset_4284	林地、林子	名词，生长着树木的区域，通常比森林小。
hw_synset_42443	西方	名词，指代欧洲和北美等地区的文化和政治。
hw_synset_9716	麂	名词，一种小型的野生动物。
hw_synset_29475	当事人	名词，与事件相关的个人。
hw_synset_37918	白宫	名词，美国总统的官邸和行政机构。
hw_synset_23614	双簧	名词，一种通过合作和欺骗表演的艺术形式。
hw_synset_28069	将帅	名词，军事指挥官或高级官员。
hw_synset_2031	焦点、热点	名词，比喻事情或道理引人注意的集中点。
hw_synset_5759	贷款、借贷、放款、放账、放债	动词，借用资金并通常需支付利息的行为
hw_synset_5303	借债、借贷、举债、借账、借款	动词，与借用金钱相关的行为或过程
hw_synset_648	水淋淋、滋润、湿漉漉、潮湿、湿	形容词，含有较多水分或湿润状态的描述
hw_synset_38433	矿泉	名词，自然来源的饮用水。
hw_synset_3752	票、选票	名词，用于表明选择或凭证的纸质文件
hw_synset_45131	重新学习	动词，再次进行学习。
hw_synset_882	月份、月	名词，指一年中划分的时间单位
hw_synset_9152	夜阑、半夜三更	名词，深夜时分。
hw_synset_13864	疯人院	名词，治疗精神疾病的医疗机构。
hw_synset_3533	附笔、附言、跋语、跋文、跋	名词，书信或文章末尾附加的说明性文字
hw_synset_1301	米象、蛘	名词，一种以粮食为食的害虫，成虫身体特征独特。
hw_synset_9815	沟沿儿	名词，靠近水域的边缘。
hw_synset_773	永、永远	副词，表示时间持续且无终止的状态
hw_synset_742	姑且、暂、聊且、先、临时	副词，表示暂时或短时间的状态或行为
hw_synset_9863	天机	名词，隐秘的真相或秘密。
hw_synset_29084	应用	名词，利用某种事情的过程或方式。
hw_synset_41380	船长	名词，负责管理船只的官员。
hw_synset_44139	辣子	名词，勇敢的女性。
hw_synset_11304	小葱、冬葱	名词，一种可食用的蔬菜。
hw_synset_33678	末叶	名词，最后的年份或时期。
hw_synset_1871	主子、东家	名词，指掌控或雇佣关系中的主导者或主人。
hw_synset_9049	若虫	名词，幼虫或幼小的虫类。
hw_synset_8817	夫、丁	名词，成年男性。
hw_synset_43253	豪富	名词，富有且强大的人。
hw_synset_9023	主项、主词	名词，主要的词语或概念。
hw_synset_3257	驽马、劣马	名词，品质差、性能低下的马匹
hw_synset_35817	海禁	名词，禁止在特定水域进行商业活动。
hw_synset_23676	反意疑问句	名词，带有反义的疑问句形式。
hw_synset_24969	咬得动	动词，有能力咬合的。
hw_synset_24966	咬不动	动词，无法咀嚼或咬合的状态。
hw_synset_39557	粘液组织	名词，生物体内的黏稠组织。
hw_synset_26270	外务	名词，与其他事务相关的工作或职责。
hw_synset_231	凶、惨重、剧烈、了不起、重	形容词，表示情况严重或影响深远的状态或程度
hw_synset_608	轻微、轻、小	形容词，在体积、程度等方面较少或不重要的状态
hw_synset_34775	毒手	名词，恶意的杀人计划。
hw_synset_23382	历史	名词，过去发生的事情的知识。
hw_synset_1503	办事员、上班族、职员	名词，在机关或企业中从事行政或业务工作的人员
hw_synset_9673	侗族	名词，中国的一个少数民族。
hw_synset_2271	证据、证明、凭据、证言、证词	名词，用于证明某事真实性或有效性的文件或材料
hw_synset_6311	吐气、送气	动词，语音学上把发辅音时有比较显著的气流出来叫送气，没有显著的气流出来叫不送气。普通话语音中的b,d，g，j，z，zh是不送气音，p，t，k，q，c，ch是送气音。送气、不送气也叫吐气、不吐气。
hw_synset_7862	大众化、通俗	形容词，广泛被接受或理解的。
hw_synset_391	古典、经典	形容词，属性词。古代流传下来的在一定时期认为正宗或典范的。
hw_synset_2832	灯油、洋油、煤油	名词，用于照明的轻质石油产品，通常为无色液体。
hw_synset_9180	倾角	名词，与水平面形成的角度。
hw_synset_8877	瓯	名词，中国的一座城市。
hw_synset_29664	微薄的薪酬	名词，收入很少的报酬。
hw_synset_12753	皇朝	名词，统治时期的王朝。
hw_synset_43889	身上	名词，人的身体表面或内部。
hw_synset_20794	光污染	名词，人造光源对环境的干扰。
